"Fecha","Hora","05FZA-115","04FMA-115","05AEP-115","06PRY-115","02SNS-115","03SLD-230","08PPO-115","03ING-69","06LBR-115","02LAV-400","02CJT-115","03IMP-115","03CNS-69","03RIG-115","05DGN-115","06RIB-138","04DYN-115","05SFB-115","04ORI-115","03AYL-115","03GKN-115","01PXA-85","05LGS-115","04EFR-230","02CIV-115","06MON-230","02ADD-115","01XOC-230","01TQC-115","08LAC-115","06MTN-115","05AMN-115","03GUD-69","06OVO-115","01TYA-230","03HYL-69","05LEX-115","02MDB-230","02MTL-115","03MIL-69","04TSR-115","06CYC-115","06MMD-230","02TPS-115","03COC-69","04CBA-115","03VYQ-115","05FXD-115","02RNA-115","03SPL-115","03NKA-69","04CUN-115","06MIG-138","04COC-115","03ZID-115","08SLC-230","01JDV-85","02ECM-115","03APZ-115","04LCH-115","05ISD-115","02MHT-115","06CMN-115","03UPT-115","05ALT-115","02TTP-115","06TMO-115","02CNJ-115","06CDT-115","02LMX-115","01AUR-230","01ATE-85","06PBS-115","03SEI-115","04CUS-115","01CTT-85","02KIM-115","02OWC-115","08CBU-115","06AUA-138","01NAU-85","05ARM-115","01ECA-230","01IXL-230","05CEJ-115","08NIZ-115","03ZLT-69","01ATU-115","05TBL-115","03TSM-115","05OAS-115","04SBK-115","05VEZ-115","06REY-138","03VAR-115","03MXT-115","02LRZ-115","04CUT-115","02MRO-115","05LEO-115","03LAS-115","03DEO-115","02PUE-115","06ALM-115","05DGD-115","01AVT-85","06POL-115","04GSV-115","08CAS-115","05SGP-115","02MID-400","06CYN-115","03LRE-115","03ABL-115","02HCO-115","03PUU-69","01TDK-230","02RBO-115","06LDC-115","06CIM-138"
"2024-12-01","11",329.15,44.44,-36.02,421.13,441.86,422.41,491.23,463.43,438.77,439.31,518.37,433.77,412.89,421.14,341.51,416.55,32.25,8.62,3.81,412.56,433.66,450.01,339.08,3.07,454.62,421.21,459.24,450.12,457.43,490.71,429.79,354.65,411.44,423.96,452.02,414.23,-34.36,440.82,481.09,418.13,117.1,422.69,424.3,452.62,413.49,6.22,446.41,-34.44,443.37,424.16,411.55,117.32,421.07,59.84,429.61,459.43,453.29,452.54,437.5,3.5,-7.49,475.26,421.72,431.9,-6.96,467.74,425.87,463.58,421.92,455.97,448.58,454.66,422.46,425.21,118.46,451.69,451.58,444.82,484.24,421.99,450.21,1.24,447.74,448.81,-49.46,502.01,414.35,452.28,-7.29,430.11,10.47,37.7,-13.85,417.8,435.15,428.29,447.74,116.99,432.82,-2.23,415.38,430.12,506.33,422.22,341.85,454.66,425.64,92.39,477.51,376.27,456.86,421.99,411,424.41,471.05,459.7,453.9,453.03,422.83,413.62
"2024-12-01","12",347.54,48.62,-21.88,424.13,447.07,430.02,501.07,473.27,445.24,444.53,526.66,442.58,421.82,429.9,360.79,419.41,36.39,17.01,-4.96,420.23,443.35,455.88,358.56,7.76,460.69,424.13,466.03,455.89,463.79,499.28,433.43,368.47,420.25,428.86,458.1,423.01,-20.16,446.24,488.58,427.09,121.35,425.92,430.17,458.78,422.31,8.9,453.58,-20.26,448.89,433.46,420.65,121.57,423.96,63.82,438.35,466.8,459.37,458.5,446.51,-5.29,0.97,482.85,424.75,440.69,1.66,474.08,431.57,471.26,425,462.92,454.18,460.74,425.59,432.91,122.69,457.7,457.47,450.22,492.71,424.51,456.1,8.55,453.35,454.4,-35.21,511.37,423.31,458.24,1.17,438.81,17.54,41.57,-3.6,420.65,441.03,436.19,453.23,121.21,438.7,6.18,424.43,438.78,516.13,424.92,355.57,460.75,431.53,96.42,485.66,389.57,463.49,425.07,419.92,432.78,479.03,469.49,459.98,459.02,428.62,416.4
"2024-12-01","13",391.48,58.15,-21.63,427.14,463.84,444.08,520.83,492.53,460.07,461.54,549.26,459.35,438.19,449.76,406.33,422.48,44.61,18.76,10.88,434.86,459.74,473.16,403.98,12.06,478.41,426.65,485.05,473.24,481.67,520.92,440.21,400.85,436.37,441.38,475.49,439.28,-19.85,463.28,508.52,443.59,136.74,429.32,444.54,477.15,438.53,9.74,470.5,-19.99,465.9,449.05,437.27,136.97,427.59,74.92,454.57,486.58,476.74,476.31,463.63,10.53,2.66,503.06,427.87,457.38,3.32,492.64,446.14,491.51,431.15,482.35,471.43,478.21,429.91,446.83,138.14,475,475.22,467.33,513.97,426.07,473.39,10.26,470.55,471.66,-34.84,533.85,439.76,475.7,2.84,455.27,19.15,49.97,-2.09,423.82,456.01,451.26,470.58,136.59,456.44,7.73,442.25,455.26,539.2,427.62,387.43,478.22,445.97,110.31,506.47,422.2,482.31,431.11,436.29,448.84,499.72,488.77,477.39,476.85,442.9,419.35
"2024-12-01","14",393.63,71.95,-31.76,425.56,477.67,455.33,533.89,505.98,475.59,474.46,566.45,470.36,447.11,458.02,408.93,421,56.32,7.42,5.96,443.27,470.31,486.32,406.29,17.56,491.87,426.11,499.76,486.45,494.94,537.55,451.65,404.66,445.29,463.21,488.71,448.31,-29.97,476.54,523.2,452.78,161.05,429.63,459.62,491.4,447.55,14.32,482.86,-30.15,479.76,459.32,446.15,161.31,426.69,91.7,465.05,501.85,489.88,490.07,475.09,5.61,-9.37,518.5,426.64,468.29,-8.46,505.91,461.16,507.28,442.84,497.61,484.62,491.45,433.63,458.12,162.57,488.15,488.94,480.88,530.4,425.49,486.55,-2.3,483.68,484.85,-45.27,551.34,448.83,488.57,-9.22,466.07,6.67,61.87,-10.56,422.48,467.15,461.39,483.9,160.91,470.49,-4.2,450.61,466.05,556.59,427.4,390.39,491.46,461.14,131.86,522.97,426.59,496.81,442.26,445.04,458.97,515.76,501.71,490.6,490.61,458.02,417.8
"2024-12-01","15",397.15,75.29,-29.8,426.18,486.53,464.44,544.27,518.58,486.15,482.56,578.85,481.73,456.89,465.83,412.43,421.5,59.32,11.32,6.23,452.69,480.17,496.36,409.83,19.93,502.37,426.68,510.28,496.49,506.52,550.05,458.77,411.26,454.91,476.02,499.19,457.98,-27.92,486.02,536.24,462.7,166.84,431.67,469.54,501.56,457.19,15.07,492.52,-28.12,489.14,468.8,455.93,167.11,427.39,95.67,475.8,512.83,500.13,499.88,486.59,5.87,-6.01,530.13,427.48,479.55,-5.06,515.29,470.95,519.3,450.11,508.15,494.52,502.09,436.93,467.3,168.4,498.34,498.65,490.4,542.42,425.06,496.79,1.57,493.59,494.75,-44.31,563.58,458.7,499.37,-5.83,477.2,10.83,65.16,-7.82,423.09,476.79,471.52,493.47,166.68,480.22,-0.54,458.81,477.2,571.12,428.83,396.79,502.1,471.11,137.09,534.57,434.72,507.15,449.26,454.7,469.8,528.16,514.25,501.16,500.48,467.99,418.43
"2024-12-01","16",397.24,77.27,-22.94,423.3,488.33,466.01,549.37,522.59,488.04,483.99,583.03,483.69,459.41,468.72,412.37,418.34,61.53,19.3,7.49,455.23,481.7,498.17,409.9,22.32,504.06,423.15,513.53,498.17,507.56,556.72,459.1,414.1,457.3,478.48,500.76,460.38,-21.08,487.98,537.06,465.31,167.77,429.53,471.25,504.19,459.49,17.99,494.61,-21.21,491.42,470.82,458.5,168.05,424.32,97.39,477.67,519.13,501.83,502.05,488.97,7.13,1.66,533.09,424.71,481.47,2.64,516.44,472.65,522.99,450.15,511.75,496.22,503.68,435.33,468.76,169.34,499.97,500.81,492.39,547.71,417.82,498.38,9.72,495.29,496.46,-37.92,569.61,461.43,500.55,1.86,479.19,18.73,67.71,-1.55,420,479.46,474.95,495.27,167.61,483.26,7.2,460.97,479.2,574.43,426.44,400.03,503.68,472.83,138.34,540.86,438.23,510.38,449.19,457.41,471.52,531.81,518.05,502.74,502.66,469.69,415.27
"2024-12-01","17",413.99,211.84,-10.95,426.35,511.13,490.56,573.57,550.39,517.67,506.02,569.09,507.14,478.88,491.4,429.06,421.57,188.05,16.99,111.48,475.38,505.09,521.82,426.08,121.28,527.78,430.8,534.36,521.67,532.11,582.47,484.86,425.06,476.31,520.76,524.66,479.66,-9.24,513.08,562.86,484.75,345.81,436.56,499.49,526.24,478.76,129.74,520.09,-9.13,516.31,493.78,477,346.17,429.68,244.81,500.66,548.73,525.77,524.34,513.09,111.1,-2.62,556.86,428.43,504.72,-0.31,539.45,500.44,545.93,476.79,531.95,519.59,527.21,447.76,493.73,347.84,523.78,523.07,517.12,573.59,426.99,522.06,0.99,518.71,519.8,-22.74,593.11,478.05,524.32,-2.39,503.13,10.93,195.86,11.47,423.66,508.2,497.36,518.11,345.73,503.9,3.45,484.85,503.16,600.55,432.42,410.21,527.46,501.18,305.5,566.27,450.43,531.17,474.85,476.48,493.63,555.37,545.57,526.75,524.96,498.1,418.19
"2024-12-01","18",500.4,344.35,351.58,456.06,661.52,630.82,751.29,715.03,666.46,654.13,742.88,655.69,623.85,635.41,500.86,450.27,337.83,422.99,323.03,618.58,649.55,673.82,498.98,320.92,681.67,454.53,693.16,673.9,687.6,763.19,583.4,544.73,619.51,681.84,677.51,623.84,353.24,669.17,726.27,631.38,390.73,484.7,641.63,681.33,622.54,324.83,671.54,353.87,671.69,635.4,622.07,391.06,457.48,347.09,646.77,722.74,678.49,677.7,663.62,322.56,396.18,722.55,460.37,652.47,397.42,697.81,643.19,708.87,573.12,691.38,671.25,680.74,504.6,636.31,392.39,676.11,676.31,673.49,750.92,437.1,674.11,417.55,670.08,671.5,347.73,774.09,622.74,677.07,396.57,650.08,436.36,347.47,370.99,452.92,659.16,643.57,669.26,390.46,654.18,404.97,625.46,650.15,778.38,475.41,525.3,681.07,643.34,364.99,741.21,577.08,688.98,568.68,621.18,638.61,720.95,708.93,680.11,678.35,639.32,445.75
"2024-12-01","19",578.01,543.16,418.45,481.37,864.14,817.24,956.52,935.12,890.2,845.26,945.06,843.54,790.73,803.82,578.11,473.54,528.98,505.61,549.16,786.11,836.53,871.16,575.91,479.63,880.05,486.39,876.39,872.2,881.09,979.11,746.68,653.38,785.52,959.93,876.7,791.58,421.05,868.75,938.77,800.63,618.27,533.97,856.12,872.85,789.96,533.31,873.43,421.56,877.98,814.5,786.65,618.74,484.49,550.66,826.69,916.44,872.84,869.53,854.92,548.55,469.01,940.24,489.65,838.84,472.07,904.64,856.99,919.21,737.93,871.55,868.87,880.4,585.67,824.64,620.57,872.94,867.74,875.47,955.2,462.98,871.82,494.36,867.19,869.28,420.33,985.34,789.32,875.57,469.59,838.16,520.25,547.61,454.53,476.42,858.08,825.11,863.12,618.02,833.31,481.15,793.84,838.34,1028.06,519.73,627.17,880.85,858.92,580.66,942.1,697.8,870.77,728.06,786.81,817.62,938.16,926.69,879.75,870.32,854.21,467.66
"2024-12-01","20",611.77,581.82,445.32,497.99,944.23,889.71,1052.3,1028.12,981.37,925.9,1049.57,920.09,859.83,872.97,612.22,488.21,565.58,538.79,581.26,854.11,911.54,951.43,609.54,507.96,962.48,505.02,965.6,953.2,963.25,1076.99,812.52,702.16,854,1066.82,957.6,860.7,448.04,949.1,1031.16,871.01,665.93,558.48,940.49,958.62,858.9,567.14,953.14,448.81,957.5,886.15,855.16,666.5,501.5,590.9,899.98,1009.5,953.42,953.53,933.59,580.57,497.65,1038.45,507.63,914.61,501.26,992.46,941.58,1017.19,801.17,963.34,949.58,961.43,621.45,897.2,668.5,953.49,951.47,956.12,1050.95,480.24,952.19,525.48,947.48,950.11,446.88,1083.6,858.62,955.25,498.34,914.06,555.16,586.28,483.03,491.51,935.03,896.1,944.8,665.7,916.19,511.41,861.92,914.29,1142.38,542.27,672.16,961.96,943.87,625.49,1036.87,752.05,958.36,788.71,855.57,889.36,1038.73,1018.64,960.89,954.42,938.61,482.05
