"Nodo","Fecha","Hora","pml"
"01TYA-230","2024-12-24","24","496.8"
"01TYA-230","2024-12-25","1","542.16"
"01TYA-230","2024-12-25","2","527.92"
"01TYA-230","2024-12-25","3","512.63"
"01TYA-230","2024-12-25","4","516.43"
"01TYA-230","2024-12-25","5","486.58"
"01TYA-230","2024-12-25","6","483.46"
"01TYA-230","2024-12-25","7","512.91"
"01TYA-230","2024-12-25","8","455.96"
"01TYA-230","2024-12-25","9","276.92"
"01TYA-230","2024-12-25","10","0"
"01TYA-230","2024-12-25","11","0"
"01TYA-230","2024-12-25","12","408.82"
"01TYA-230","2024-12-25","13","0"
"01TYA-230","2024-12-25","14","7.1"
"01TYA-230","2024-12-25","15","276.11"
"01TYA-230","2024-12-25","16","356.23"
"01TYA-230","2024-12-25","17","408.61"
"01TYA-230","2024-12-25","18","527.6"
"01TYA-230","2024-12-25","19","548.27"
"01TYA-230","2024-12-25","20","597.3"
"01TYA-230","2024-12-25","21","589.09"
"01TYA-230","2024-12-25","22","585.57"
"01TYA-230","2024-12-25","23","554.87"
"01TYA-230","2024-12-25","24","531.61"
"01TYA-230","2024-12-26","1","424.72"
"01TYA-230","2024-12-26","2","410.24"
"01TYA-230","2024-12-26","3","367.22"
"01TYA-230","2024-12-26","4","327.44"
"01TYA-230","2024-12-26","5","326.4"
"01TYA-230","2024-12-26","6","376.87"
"01TYA-230","2024-12-26","7","431.22"
"01TYA-230","2024-12-26","8","456.29"
"01TYA-230","2024-12-26","9","445.58"
"01TYA-230","2024-12-26","10","411.33"
"01TYA-230","2024-12-26","11","412.39"
"01TYA-230","2024-12-26","12","467.38"
"01TYA-230","2024-12-26","13","503.79"
"01TYA-230","2024-12-26","14","458.3"
"01TYA-230","2024-12-26","15","509.3"
"01TYA-230","2024-12-26","16","457.41"
"01TYA-230","2024-12-26","17","485.2"
"01TYA-230","2024-12-26","18","570.08"
"01TYA-230","2024-12-26","19","571.38"
"01TYA-230","2024-12-26","20","604.75"
"01TYA-230","2024-12-26","21","598.74"
"01TYA-230","2024-12-26","22","596.51"
"01TYA-230","2024-12-26","23","558.69"
"01TYA-230","2024-12-26","24","512.38"
"01TYA-230","2024-12-27","1","516.64"
"01TYA-230","2024-12-27","2","498.22"
"01TYA-230","2024-12-27","3","491.1"
"01TYA-230","2024-12-27","4","475.95"
"01TYA-230","2024-12-27","5","479.43"
"01TYA-230","2024-12-27","6","487.31"
"01TYA-230","2024-12-27","7","498.61"
"01TYA-230","2024-12-27","8","503.83"
"01TYA-230","2024-12-27","9","485.05"
"01TYA-230","2024-12-27","10","513.55"
"01TYA-230","2024-12-27","11","531.28"
"01TYA-230","2024-12-27","12","536.78"
"01TYA-230","2024-12-27","13","518.07"
"01TYA-230","2024-12-27","14","517.74"
"01TYA-230","2024-12-27","15","505.76"
"01TYA-230","2024-12-27","16","510.14"
"01TYA-230","2024-12-27","17","524.41"
"01TYA-230","2024-12-27","18","567.13"
"01TYA-230","2024-12-27","19","650.69"
"01TYA-230","2024-12-27","20","997.22"
"01TYA-230","2024-12-27","21","696.71"
"01TYA-230","2024-12-27","22","604.27"
"01TYA-230","2024-12-27","23","775.08"
"01TYA-230","2024-12-27","24","510.33"
"01TYA-230","2024-12-28","1","560.68"
"01TYA-230","2024-12-28","2","498.29"
"01TYA-230","2024-12-28","3","458.21"
"01TYA-230","2024-12-28","4","442.64"
"01TYA-230","2024-12-28","5","431.79"
"01TYA-230","2024-12-28","6","442.57"
"01TYA-230","2024-12-28","7","489.86"
"01TYA-230","2024-12-28","8","488.84"
"01TYA-230","2024-12-28","9","496.04"
"01TYA-230","2024-12-28","10","494.06"
"01TYA-230","2024-12-28","11","500.26"
"01TYA-230","2024-12-28","12","528.07"
"01TYA-230","2024-12-28","13","601.86"
"01TYA-230","2024-12-28","14","621.55"
"01TYA-230","2024-12-28","15","598.17"
"01TYA-230","2024-12-28","16","535.61"
"01TYA-230","2024-12-28","17","503.98"
"01TYA-230","2024-12-28","18","533.3"
"01TYA-230","2024-12-28","19","820.45"
"01TYA-230","2024-12-28","20","783.81"
"01TYA-230","2024-12-28","21","628.58"
"01TYA-230","2024-12-28","22","570.52"
"01TYA-230","2024-12-28","23","672.59"
"01TYA-230","2024-12-28","24","537.42"
"03HYL-69","2024-12-22","1","552.04"
"03HYL-69","2024-12-22","2","538.09"
"03HYL-69","2024-12-22","3","523.62"
"03HYL-69","2024-12-22","4","512.47"
"03HYL-69","2024-12-22","5","501.89"
"03HYL-69","2024-12-22","6","498.79"
"03HYL-69","2024-12-22","7","485.01"
"03HYL-69","2024-12-22","8","479.05"
"03HYL-69","2024-12-22","9","462.47"
"03HYL-69","2024-12-22","10","381.66"
"03HYL-69","2024-12-22","11","116.34"
"03HYL-69","2024-12-22","12","248.72"
"03HYL-69","2024-12-22","13","125.41"
"03HYL-69","2024-12-22","14","151.15"
"03HYL-69","2024-12-22","15","143.91"
"03HYL-69","2024-12-22","16","375.05"
"03HYL-69","2024-12-22","17","409.24"
"03HYL-69","2024-12-22","18","514.02"
"03HYL-69","2024-12-22","19","611.77"
"03HYL-69","2024-12-22","20","568.16"
"03HYL-69","2024-12-22","21","574.71"
"03HYL-69","2024-12-22","22","615.4"
"03HYL-69","2024-12-22","23","572.18"
"03HYL-69","2024-12-22","24","519.05"
"03HYL-69","2024-12-23","1","459.62"
"03HYL-69","2024-12-23","2","427.88"
"03HYL-69","2024-12-23","3","385.68"
"03HYL-69","2024-12-23","4","369.97"
"03HYL-69","2024-12-23","5","370.2"
"03HYL-69","2024-12-23","6","423.61"
"03HYL-69","2024-12-23","7","466.74"
"03HYL-69","2024-12-23","8","485.59"
"03HYL-69","2024-12-23","9","477.24"
"03HYL-69","2024-12-23","10","434.03"
"03HYL-69","2024-12-23","11","423.24"
"03HYL-69","2024-12-23","12","430.59"
"03HYL-69","2024-12-23","13","430.15"
"03HYL-69","2024-12-23","14","426.78"
"03HYL-69","2024-12-23","15","423.4"
"03HYL-69","2024-12-23","16","466.46"
"03HYL-69","2024-12-23","17","500.86"
"03HYL-69","2024-12-23","18","549.29"
"03HYL-69","2024-12-23","19","535.58"
"03HYL-69","2024-12-23","20","578.15"
"03HYL-69","2024-12-23","21","580.14"
"03HYL-69","2024-12-23","22","526.64"
"03HYL-69","2024-12-23","23","525.43"
"03HYL-69","2024-12-23","24","510.43"
"03HYL-69","2024-12-24","1","531.67"
"03HYL-69","2024-12-24","2","520.32"
"03HYL-69","2024-12-24","3","516.67"
"03HYL-69","2024-12-24","4","507.08"
"03HYL-69","2024-12-24","5","504.78"
"03HYL-69","2024-12-24","6","505.25"
"03HYL-69","2024-12-24","7","515.04"
"03HYL-69","2024-12-24","8","507.38"
"03HYL-69","2024-12-24","9","470.37"
"03HYL-69","2024-12-24","10","343.6"
"03HYL-69","2024-12-24","11","408.59"
"03HYL-69","2024-12-24","12","391.4"
"03HYL-69","2024-12-24","13","391.26"
"03HYL-69","2024-12-24","14","199.35"
"03HYL-69","2024-12-24","15","164.35"
"03HYL-69","2024-12-24","16","251.5"
"03HYL-69","2024-12-24","17","466.39"
"03HYL-69","2024-12-24","18","500.71"
"03HYL-69","2024-12-24","19","549.87"
"03HYL-69","2024-12-24","20","546.92"
"03HYL-69","2024-12-24","21","527.39"
"03HYL-69","2024-12-24","22","518.5"
"03HYL-69","2024-12-24","23","487.21"
"03HYL-69","2024-12-24","24","472.84"
"03HYL-69","2024-12-25","1","489.17"
"03HYL-69","2024-12-25","2","480.92"
"03HYL-69","2024-12-25","3","475.11"
"03HYL-69","2024-12-25","4","471.9"
"03HYL-69","2024-12-25","5","456.41"
"03HYL-69","2024-12-25","6","453.62"
"03HYL-69","2024-12-25","7","464.36"
"03HYL-69","2024-12-25","8","427.55"
"03HYL-69","2024-12-25","9","155.92"
"03HYL-69","2024-12-25","10","0"
"03HYL-69","2024-12-25","11","0"
"03HYL-69","2024-12-25","12","133.56"
"03HYL-69","2024-12-25","13","0"
"03HYL-69","2024-12-25","14","2.58"
"03HYL-69","2024-12-25","15","126.34"
"03HYL-69","2024-12-25","16","203.14"
"03HYL-69","2024-12-25","17","250.41"
"03HYL-69","2024-12-25","18","455.26"
"03HYL-69","2024-12-25","19","479.77"
"03HYL-69","2024-12-25","20","526.17"
"03HYL-69","2024-12-25","21","523.42"
"03HYL-69","2024-12-25","22","532.82"
"03HYL-69","2024-12-25","23","497.92"
"03HYL-69","2024-12-25","24","473.29"
"03HYL-69","2024-12-26","1","409.83"
"03HYL-69","2024-12-26","2","396.43"
"03HYL-69","2024-12-26","3","356.19"
"03HYL-69","2024-12-26","4","319.7"
"03HYL-69","2024-12-26","5","319.45"
"03HYL-69","2024-12-26","6","365.37"
"03HYL-69","2024-12-26","7","415.78"
"03HYL-69","2024-12-26","8","438.62"
"03HYL-69","2024-12-26","9","425.57"
"03HYL-69","2024-12-26","10","354.19"
"03HYL-69","2024-12-26","11","286.74"
"03HYL-69","2024-12-26","12","338.21"
"03HYL-69","2024-12-26","13","347.99"
"03HYL-69","2024-12-26","14","385.58"
"03HYL-69","2024-12-26","15","395.83"
"03HYL-69","2024-12-26","16","425.77"
"03HYL-69","2024-12-26","17","452.21"
"03HYL-69","2024-12-26","18","536.61"
"03HYL-69","2024-12-26","19","536.84"
"03HYL-69","2024-12-26","20","569.27"
"03HYL-69","2024-12-26","21","567.14"
"03HYL-69","2024-12-26","22","570.08"
"03HYL-69","2024-12-26","23","532.6"
"03HYL-69","2024-12-26","24","486.19"
"03HYL-69","2024-12-27","1","486.18"
"03HYL-69","2024-12-27","2","468.31"
"03HYL-69","2024-12-27","3","464.6"
"03HYL-69","2024-12-27","4","450.6"
"03HYL-69","2024-12-27","5","453.2"
"03HYL-69","2024-12-27","6","461.64"
"03HYL-69","2024-12-27","7","467.81"
"03HYL-69","2024-12-27","8","474.4"
"03HYL-69","2024-12-27","9","455.25"
"03HYL-69","2024-12-27","10","306.54"
"03HYL-69","2024-12-27","11","279.19"
"03HYL-69","2024-12-27","12","291.21"
"03HYL-69","2024-12-27","13","316.21"
"03HYL-69","2024-12-27","14","321.52"
"03HYL-69","2024-12-27","15","339.46"
"03HYL-69","2024-12-27","16","351.12"
"03HYL-69","2024-12-27","17","483.3"
"03HYL-69","2024-12-27","18","525.36"
"03HYL-69","2024-12-27","19","613.55"
"03HYL-69","2024-12-27","20","941.29"
"03HYL-69","2024-12-27","21","658.59"
"03HYL-69","2024-12-27","22","568.31"
"03HYL-69","2024-12-27","23","567.99"
"03HYL-69","2024-12-27","24","467.04"
"03HYL-69","2024-12-28","1","516.45"
"03HYL-69","2024-12-28","2","401.21"
"03HYL-69","2024-12-28","3","404.62"
"03HYL-69","2024-12-28","4","385.92"
"03HYL-69","2024-12-28","5","378.95"
"03HYL-69","2024-12-28","6","393.23"
"03HYL-69","2024-12-28","7","414.53"
"03HYL-69","2024-12-28","8","411.32"
"03HYL-69","2024-12-28","9","302.81"
"03HYL-69","2024-12-28","10","167.8"
"03HYL-69","2024-12-28","11","164.11"
"03HYL-69","2024-12-28","12","173.8"
"03HYL-69","2024-12-28","13","191.54"
"03HYL-69","2024-12-28","14","173.68"
"03HYL-69","2024-12-28","15","190.28"
"03HYL-69","2024-12-28","16","197.91"
"03HYL-69","2024-12-28","17","303.73"
"03HYL-69","2024-12-28","18","487.05"
"03HYL-69","2024-12-28","19","762.96"
"03HYL-69","2024-12-28","20","723.29"
"03HYL-69","2024-12-28","21","585.35"
"03HYL-69","2024-12-28","22","530.78"
"03HYL-69","2024-12-28","23","633.04"
"03HYL-69","2024-12-28","24","505.89"
"05LEX-115","2024-12-22","1","521.13"
"05LEX-115","2024-12-22","2","513.17"
"05LEX-115","2024-12-22","3","493.77"
"05LEX-115","2024-12-22","4","475.84"
"05LEX-115","2024-12-22","5","467.03"
"05LEX-115","2024-12-22","6","465.59"
"05LEX-115","2024-12-22","7","459.13"
"05LEX-115","2024-12-22","8","457.75"
"05LEX-115","2024-12-22","9","439"
"05LEX-115","2024-12-22","10","357.01"
"05LEX-115","2024-12-22","11","121.95"
"05LEX-115","2024-12-22","12","222.13"
"05LEX-115","2024-12-22","13","110.88"
"05LEX-115","2024-12-22","14","119.39"
"05LEX-115","2024-12-22","15","97.24"
"05LEX-115","2024-12-22","16","136"
"05LEX-115","2024-12-22","17","98"
"05LEX-115","2024-12-22","18","398.19"
"05LEX-115","2024-12-22","19","444.97"
"05LEX-115","2024-12-22","20","416.94"
"05LEX-115","2024-12-22","21","417.23"
"05LEX-115","2024-12-22","22","445.01"
"05LEX-115","2024-12-22","23","420.95"
"05LEX-115","2024-12-22","24","401.49"
"05LEX-115","2024-12-23","1","363.92"
"05LEX-115","2024-12-23","2","348.07"
"05LEX-115","2024-12-23","3","326.18"
"05LEX-115","2024-12-23","4","311.58"
"05LEX-115","2024-12-23","5","312.96"
"05LEX-115","2024-12-23","6","356.02"
"05LEX-115","2024-12-23","7","370.85"
"05LEX-115","2024-12-23","8","394.31"
"05LEX-115","2024-12-23","9","382.45"
"05LEX-115","2024-12-23","10","340.37"
"05LEX-115","2024-12-23","11","317.65"
"05LEX-115","2024-12-23","12","321.51"
"05LEX-115","2024-12-23","13","210.97"
"05LEX-115","2024-12-23","14","41.1"
"05LEX-115","2024-12-23","15","37.16"
"05LEX-115","2024-12-23","16","206.96"
"05LEX-115","2024-12-23","17","331.76"
"05LEX-115","2024-12-23","18","385.12"
"05LEX-115","2024-12-23","19","433.37"
"05LEX-115","2024-12-23","20","459.66"
"05LEX-115","2024-12-23","21","461.31"
"05LEX-115","2024-12-23","22","422.98"
"05LEX-115","2024-12-23","23","422.5"
"05LEX-115","2024-12-23","24","407.69"
"05LEX-115","2024-12-24","1","400.87"
"05LEX-115","2024-12-24","2","399.11"
"05LEX-115","2024-12-24","3","398.84"
"05LEX-115","2024-12-24","4","397.29"
"05LEX-115","2024-12-24","5","395.72"
"05LEX-115","2024-12-24","6","395.37"
"05LEX-115","2024-12-24","7","398.01"
"05LEX-115","2024-12-24","8","399.78"
"05LEX-115","2024-12-24","9","396.93"
"05LEX-115","2024-12-24","10","283.89"
"05LEX-115","2024-12-24","11","318.87"
"05LEX-115","2024-12-24","12","312.8"
"05LEX-115","2024-12-24","13","315.83"
"05LEX-115","2024-12-24","14","153.23"
"05LEX-115","2024-12-24","15","124.97"
"05LEX-115","2024-12-24","16","36.18"
"05LEX-115","2024-12-24","17","340.41"
"05LEX-115","2024-12-24","18","401.01"
"05LEX-115","2024-12-24","19","404.35"
"05LEX-115","2024-12-24","20","405.54"
"05LEX-115","2024-12-24","21","404.95"
"05LEX-115","2024-12-24","22","403.34"
"05LEX-115","2024-12-24","23","400.67"
"05LEX-115","2024-12-24","24","398.94"
"05LEX-115","2024-12-25","1","373.66"
"05LEX-115","2024-12-25","2","376.07"
"05LEX-115","2024-12-25","3","395.77"
"05LEX-115","2024-12-25","4","373.27"
"05LEX-115","2024-12-25","5","399.09"
"05LEX-115","2024-12-25","6","395.34"
"05LEX-115","2024-12-25","7","355.83"
"05LEX-115","2024-12-25","8","394.62"
"05LEX-115","2024-12-25","9","-4.88"
"05LEX-115","2024-12-25","10","0"
"05LEX-115","2024-12-25","11","0"
"05LEX-115","2024-12-25","12","-28.45"
"05LEX-115","2024-12-25","13","0"
"05LEX-115","2024-12-25","14","-0.09"
"05LEX-115","2024-12-25","15","-4.94"
"05LEX-115","2024-12-25","16","1.12"
"05LEX-115","2024-12-25","17","32.87"
"05LEX-115","2024-12-25","18","356.41"
"05LEX-115","2024-12-25","19","349.35"
"05LEX-115","2024-12-25","20","369.44"
"05LEX-115","2024-12-25","21","375.11"
"05LEX-115","2024-12-25","22","379.79"
"05LEX-115","2024-12-25","23","358.91"
"05LEX-115","2024-12-25","24","338.09"
"05LEX-115","2024-12-26","1","349.08"
"05LEX-115","2024-12-26","2","338.57"
"05LEX-115","2024-12-26","3","308.67"
"05LEX-115","2024-12-26","4","275.28"
"05LEX-115","2024-12-26","5","274.16"
"05LEX-115","2024-12-26","6","314.06"
"05LEX-115","2024-12-26","7","346.4"
"05LEX-115","2024-12-26","8","364.46"
"05LEX-115","2024-12-26","9","353.82"
"05LEX-115","2024-12-26","10","266.75"
"05LEX-115","2024-12-26","11","190.22"
"05LEX-115","2024-12-26","12","227.52"
"05LEX-115","2024-12-26","13","232.77"
"05LEX-115","2024-12-26","14","261.13"
"05LEX-115","2024-12-26","15","273.96"
"05LEX-115","2024-12-26","16","243.34"
"05LEX-115","2024-12-26","17","324.49"
"05LEX-115","2024-12-26","18","375.69"
"05LEX-115","2024-12-26","19","414.65"
"05LEX-115","2024-12-26","20","437.88"
"05LEX-115","2024-12-26","21","436.68"
"05LEX-115","2024-12-26","22","439.45"
"05LEX-115","2024-12-26","23","413.82"
"05LEX-115","2024-12-26","24","379.49"
"05LEX-115","2024-12-27","1","356.11"
"05LEX-115","2024-12-27","2","340.47"
"05LEX-115","2024-12-27","3","357.46"
"05LEX-115","2024-12-27","4","357.1"
"05LEX-115","2024-12-27","5","347.8"
"05LEX-115","2024-12-27","6","357.43"
"05LEX-115","2024-12-27","7","339.97"
"05LEX-115","2024-12-27","8","364.07"
"05LEX-115","2024-12-27","9","359.99"
"05LEX-115","2024-12-27","10","206.52"
"05LEX-115","2024-12-27","11","126.97"
"05LEX-115","2024-12-27","12","34.01"
"05LEX-115","2024-12-27","13","36.53"
"05LEX-115","2024-12-27","14","37.64"
"05LEX-115","2024-12-27","15","41.62"
"05LEX-115","2024-12-27","16","40.88"
"05LEX-115","2024-12-27","17","189.1"
"05LEX-115","2024-12-27","18","223.98"
"05LEX-115","2024-12-27","19","329.47"
"05LEX-115","2024-12-27","20","544.09"
"05LEX-115","2024-12-27","21","366.56"
"05LEX-115","2024-12-27","22","329.16"
"05LEX-115","2024-12-27","23","346.23"
"05LEX-115","2024-12-27","24","302.68"
"05LEX-115","2024-12-28","1","192.29"
"05LEX-115","2024-12-28","2","147.99"
"05LEX-115","2024-12-28","3","97.43"
"05LEX-115","2024-12-28","4","67.12"
"05LEX-115","2024-12-28","5","36.75"
"05LEX-115","2024-12-28","6","71.86"
"05LEX-115","2024-12-28","7","54.81"
"05LEX-115","2024-12-28","8","96.83"
"05LEX-115","2024-12-28","9","100.73"
"05LEX-115","2024-12-28","10","-11.85"
"05LEX-115","2024-12-28","11","-57.52"
"05LEX-115","2024-12-28","12","-26"
"05LEX-115","2024-12-28","13","-31.94"
"05LEX-115","2024-12-28","14","-58.22"
"05LEX-115","2024-12-28","15","-49.91"
"05LEX-115","2024-12-28","16","-31.81"
"05LEX-115","2024-12-28","17","-68.09"
"05LEX-115","2024-12-28","18","-4.31"
"05LEX-115","2024-12-28","19","155.85"
"05LEX-115","2024-12-28","20","156"
"05LEX-115","2024-12-28","21","154.46"
"05LEX-115","2024-12-28","22","153.76"
"05LEX-115","2024-12-28","23","154.84"
"05LEX-115","2024-12-28","24","151.83"
"02MDB-230","2024-12-22","1","570.26"
"02MDB-230","2024-12-22","2","551.54"
"02MDB-230","2024-12-22","3","538.5"
"02MDB-230","2024-12-22","4","528.49"
"02MDB-230","2024-12-22","5","516.57"
"02MDB-230","2024-12-22","6","513.97"
"02MDB-230","2024-12-22","7","497.74"
"02MDB-230","2024-12-22","8","490.52"
"02MDB-230","2024-12-22","9","474.23"
"02MDB-230","2024-12-22","10","485.82"
"02MDB-230","2024-12-22","11","460.14"
"02MDB-230","2024-12-22","12","463.25"
"02MDB-230","2024-12-22","13","459.54"
"02MDB-230","2024-12-22","14","461.57"
"02MDB-230","2024-12-22","15","463.37"
"02MDB-230","2024-12-22","16","468.6"
"02MDB-230","2024-12-22","17","473.92"
"02MDB-230","2024-12-22","18","538.51"
"02MDB-230","2024-12-22","19","631.83"
"02MDB-230","2024-12-22","20","603.5"
"02MDB-230","2024-12-22","21","613.85"
"02MDB-230","2024-12-22","22","633.68"
"02MDB-230","2024-12-22","23","590.59"
"02MDB-230","2024-12-22","24","537.45"
"02MDB-230","2024-12-23","1","469.04"
"02MDB-230","2024-12-23","2","436.57"
"02MDB-230","2024-12-23","3","390.48"
"02MDB-230","2024-12-23","4","373.66"
"02MDB-230","2024-12-23","5","374.18"
"02MDB-230","2024-12-23","6","432.36"
"02MDB-230","2024-12-23","7","477.24"
"02MDB-230","2024-12-23","8","495.75"
"02MDB-230","2024-12-23","9","486.52"
"02MDB-230","2024-12-23","10","446.09"
"02MDB-230","2024-12-23","11","437.05"
"02MDB-230","2024-12-23","12","446.18"
"02MDB-230","2024-12-23","13","447.56"
"02MDB-230","2024-12-23","14","448.2"
"02MDB-230","2024-12-23","15","448.63"
"02MDB-230","2024-12-23","16","496.43"
"02MDB-230","2024-12-23","17","533.97"
"02MDB-230","2024-12-23","18","580.73"
"02MDB-230","2024-12-23","19","557.14"
"02MDB-230","2024-12-23","20","604.04"
"02MDB-230","2024-12-23","21","604.26"
"02MDB-230","2024-12-23","22","551.56"
"02MDB-230","2024-12-23","23","546.63"
"02MDB-230","2024-12-23","24","528.37"
"02MDB-230","2024-12-24","1","549.34"
"02MDB-230","2024-12-24","2","541.79"
"02MDB-230","2024-12-24","3","538.84"
"02MDB-230","2024-12-24","4","528.27"
"02MDB-230","2024-12-24","5","525.51"
"02MDB-230","2024-12-24","6","526.22"
"02MDB-230","2024-12-24","7","536.46"
"02MDB-230","2024-12-24","8","532.09"
"02MDB-230","2024-12-24","9","518.3"
"02MDB-230","2024-12-24","10","527.8"
"02MDB-230","2024-12-24","11","451.45"
"02MDB-230","2024-12-24","12","448.34"
"02MDB-230","2024-12-24","13","444.38"
"02MDB-230","2024-12-24","14","475.34"
"02MDB-230","2024-12-24","15","480.67"
"02MDB-230","2024-12-24","16","470.03"
"02MDB-230","2024-12-24","17","523.69"
"02MDB-230","2024-12-24","18","574.13"
"02MDB-230","2024-12-24","19","579.55"
"02MDB-230","2024-12-24","20","576.06"
"02MDB-230","2024-12-24","21","551.26"
"02MDB-230","2024-12-24","22","547.6"
"02MDB-230","2024-12-24","23","527.45"
"02MDB-230","2024-12-24","24","492.34"
"02MDB-230","2024-12-25","1","535.38"
"02MDB-230","2024-12-25","2","521.36"
"02MDB-230","2024-12-25","3","506.5"
"02MDB-230","2024-12-25","4","511.37"
"02MDB-230","2024-12-25","5","481.94"
"02MDB-230","2024-12-25","6","478.97"
"02MDB-230","2024-12-25","7","508.79"
"02MDB-230","2024-12-25","8","451"
"02MDB-230","2024-12-25","9","275.78"
"02MDB-230","2024-12-25","10","0"
"02MDB-230","2024-12-25","11","0"
"02MDB-230","2024-12-25","12","400.79"
"02MDB-230","2024-12-25","13","0"
"02MDB-230","2024-12-25","14","6.98"
"02MDB-230","2024-12-25","15","272.7"
"02MDB-230","2024-12-25","16","354.03"
"02MDB-230","2024-12-25","17","406.06"
"02MDB-230","2024-12-25","18","520.63"
"02MDB-230","2024-12-25","19","539.53"
"02MDB-230","2024-12-25","20","588.04"
"02MDB-230","2024-12-25","21","579.63"
"02MDB-230","2024-12-25","22","576.46"
"02MDB-230","2024-12-25","23","545.68"
"02MDB-230","2024-12-25","24","524.04"
"02MDB-230","2024-12-26","1","420.59"
"02MDB-230","2024-12-26","2","406.65"
"02MDB-230","2024-12-26","3","363.97"
"02MDB-230","2024-12-26","4","324.43"
"02MDB-230","2024-12-26","5","323.37"
"02MDB-230","2024-12-26","6","373.44"
"02MDB-230","2024-12-26","7","426.65"
"02MDB-230","2024-12-26","8","450.08"
"02MDB-230","2024-12-26","9","434.85"
"02MDB-230","2024-12-26","10","143.94"
"02MDB-230","2024-12-26","11","28.48"
"02MDB-230","2024-12-26","12","34.14"
"02MDB-230","2024-12-26","13","36.9"
"02MDB-230","2024-12-26","14","30.71"
"02MDB-230","2024-12-26","15","32.53"
"02MDB-230","2024-12-26","16","28.13"
"02MDB-230","2024-12-26","17","31.77"
"02MDB-230","2024-12-26","18","560.22"
"02MDB-230","2024-12-26","19","562.82"
"02MDB-230","2024-12-26","20","595.62"
"02MDB-230","2024-12-26","21","589.5"
"02MDB-230","2024-12-26","22","587.65"
"02MDB-230","2024-12-26","23","551.87"
"02MDB-230","2024-12-26","24","506.52"
"02MDB-230","2024-12-27","1","510.95"
"02MDB-230","2024-12-27","2","493.62"
"02MDB-230","2024-12-27","3","486.82"
"02MDB-230","2024-12-27","4","472.13"
"02MDB-230","2024-12-27","5","475.51"
"02MDB-230","2024-12-27","6","483.33"
"02MDB-230","2024-12-27","7","494.19"
"02MDB-230","2024-12-27","8","497.65"
"02MDB-230","2024-12-27","9","33.9"
"02MDB-230","2024-12-27","10","29.48"
"02MDB-230","2024-12-27","11","2.56"
"02MDB-230","2024-12-27","12","2.69"
"02MDB-230","2024-12-27","13","28.46"
"02MDB-230","2024-12-27","14","3.04"
"02MDB-230","2024-12-27","15","28.64"
"02MDB-230","2024-12-27","16","27.84"
"02MDB-230","2024-12-27","17","29.22"
"02MDB-230","2024-12-27","18","493.99"
"02MDB-230","2024-12-27","19","641.94"
"02MDB-230","2024-12-27","20","983.53"
"02MDB-230","2024-12-27","21","687.07"
"02MDB-230","2024-12-27","22","596.69"
"02MDB-230","2024-12-27","23","616.25"
"02MDB-230","2024-12-27","24","497.23"
"02MDB-230","2024-12-28","1","556.15"
"02MDB-230","2024-12-28","2","495.86"
"02MDB-230","2024-12-28","3","455.86"
"02MDB-230","2024-12-28","4","440.47"
"02MDB-230","2024-12-28","5","430.05"
"02MDB-230","2024-12-28","6","440.49"
"02MDB-230","2024-12-28","7","487.54"
"02MDB-230","2024-12-28","8","485.5"
"02MDB-230","2024-12-28","9","488.33"
"02MDB-230","2024-12-28","10","483.78"
"02MDB-230","2024-12-28","11","489.84"
"02MDB-230","2024-12-28","12","516.07"
"02MDB-230","2024-12-28","13","587.75"
"02MDB-230","2024-12-28","14","607.79"
"02MDB-230","2024-12-28","15","584.69"
"02MDB-230","2024-12-28","16","523.99"
"02MDB-230","2024-12-28","17","494.54"
"02MDB-230","2024-12-28","18","526.62"
"02MDB-230","2024-12-28","19","811.96"
"02MDB-230","2024-12-28","20","774.98"
"02MDB-230","2024-12-28","21","621.33"
"02MDB-230","2024-12-28","22","564.75"
"02MDB-230","2024-12-28","23","665.89"
"02MDB-230","2024-12-28","24","531.84"
"02MTL-115","2024-12-22","1","625.71"
"02MTL-115","2024-12-22","2","602.44"
"02MTL-115","2024-12-22","3","585.81"
"02MTL-115","2024-12-22","4","573.16"
"02MTL-115","2024-12-22","5","559.24"
"02MTL-115","2024-12-22","6","554.43"
"02MTL-115","2024-12-22","7","537.26"
"02MTL-115","2024-12-22","8","529.02"
"02MTL-115","2024-12-22","9","513.85"
"02MTL-115","2024-12-22","10","519.96"
"02MTL-115","2024-12-22","11","472.68"
"02MTL-115","2024-12-22","12","487.56"
"02MTL-115","2024-12-22","13","474.51"
"02MTL-115","2024-12-22","14","478.5"
"02MTL-115","2024-12-22","15","481.6"
"02MTL-115","2024-12-22","16","506.86"
"02MTL-115","2024-12-22","17","509.49"
"02MTL-115","2024-12-22","18","586.64"
"02MTL-115","2024-12-22","19","686.84"
"02MTL-115","2024-12-22","20","660.01"
"02MTL-115","2024-12-22","21","669.25"
"02MTL-115","2024-12-22","22","703.43"
"02MTL-115","2024-12-22","23","652.62"
"02MTL-115","2024-12-22","24","588.42"
"02MTL-115","2024-12-23","1","510.83"
"02MTL-115","2024-12-23","2","473.59"
"02MTL-115","2024-12-23","3","423.24"
"02MTL-115","2024-12-23","4","404.13"
"02MTL-115","2024-12-23","5","404.17"
"02MTL-115","2024-12-23","6","466.96"
"02MTL-115","2024-12-23","7","517.15"
"02MTL-115","2024-12-23","8","538.04"
"02MTL-115","2024-12-23","9","532.11"
"02MTL-115","2024-12-23","10","491.96"
"02MTL-115","2024-12-23","11","483.51"
