"Nodo","Fecha","Hora","pml"
"03SEI-115","2024-12-09","11","603.2"
"03SEI-115","2024-12-09","12","602.76"
"03SEI-115","2024-12-09","13","615.18"
"03SEI-115","2024-12-09","14","592.79"
"03SEI-115","2024-12-09","15","807.99"
"03SEI-115","2024-12-09","16","569.19"
"03SEI-115","2024-12-09","17","806.94"
"03SEI-115","2024-12-09","18","787.75"
"03SEI-115","2024-12-09","19","712.62"
"03SEI-115","2024-12-09","20","1069.22"
"03SEI-115","2024-12-09","21","774.49"
"03SEI-115","2024-12-09","22","608.49"
"03SEI-115","2024-12-09","23","1224.17"
"03SEI-115","2024-12-09","24","723.02"
"03SEI-115","2024-12-10","1","660.41"
"03SEI-115","2024-12-10","2","645.5"
"03SEI-115","2024-12-10","3","588.33"
"03SEI-115","2024-12-10","4","552.28"
"03SEI-115","2024-12-10","5","597.93"
"03SEI-115","2024-12-10","6","622.75"
"03SEI-115","2024-12-10","7","914.82"
"03SEI-115","2024-12-10","8","928.66"
"03SEI-115","2024-12-10","9","829.1"
"03SEI-115","2024-12-10","10","852.1"
"03SEI-115","2024-12-10","11","756.29"
"03SEI-115","2024-12-10","12","621.67"
"03SEI-115","2024-12-10","13","627.02"
"03SEI-115","2024-12-10","14","617.9"
"03SEI-115","2024-12-10","15","615.94"
"03SEI-115","2024-12-10","16","740.89"
"03SEI-115","2024-12-10","17","752.18"
"03SEI-115","2024-12-10","18","1069.23"
"03SEI-115","2024-12-10","19","1013.77"
"03SEI-115","2024-12-10","20","858.57"
"03SEI-115","2024-12-10","21","1080.4"
"03SEI-115","2024-12-10","22","676.69"
"03SEI-115","2024-12-10","23","702.49"
"03SEI-115","2024-12-10","24","573.9"
"03SEI-115","2024-12-11","1","615.88"
"03SEI-115","2024-12-11","2","571.87"
"03SEI-115","2024-12-11","3","553.44"
"03SEI-115","2024-12-11","4","533.28"
"03SEI-115","2024-12-11","5","550.92"
"03SEI-115","2024-12-11","6","571.14"
"03SEI-115","2024-12-11","7","643.48"
"03SEI-115","2024-12-11","8","686.01"
"03SEI-115","2024-12-11","9","661.89"
"03SEI-115","2024-12-11","10","646.71"
"03SEI-115","2024-12-11","11","751.19"
"03SEI-115","2024-12-11","12","626.39"
"03SEI-115","2024-12-11","13","618.59"
"03SEI-115","2024-12-11","14","619.95"
"03SEI-115","2024-12-11","15","890.47"
"03SEI-115","2024-12-11","16","963.95"
"03SEI-115","2024-12-11","17","1137.45"
"03SEI-115","2024-12-11","18","965.24"
"03SEI-115","2024-12-11","19","826.01"
"03SEI-115","2024-12-11","20","1132.42"
"03SEI-115","2024-12-11","21","992.62"
"03SEI-115","2024-12-11","22","640.71"
"03SEI-115","2024-12-11","23","644.19"
"03SEI-115","2024-12-11","24","635.1"
"03SEI-115","2024-12-12","1","656.47"
"03SEI-115","2024-12-12","2","627.5"
"03SEI-115","2024-12-12","3","565.47"
"03SEI-115","2024-12-12","4","559.73"
"03SEI-115","2024-12-12","5","563.98"
"03SEI-115","2024-12-12","6","616.79"
"03SEI-115","2024-12-12","7","647.39"
"03SEI-115","2024-12-12","8","688.42"
"03SEI-115","2024-12-12","9","553.75"
"03SEI-115","2024-12-12","10","517.1"
"03SEI-115","2024-12-12","11","505.07"
"03SEI-115","2024-12-12","12","492.35"
"03SEI-115","2024-12-12","13","492.22"
"03SEI-115","2024-12-12","14","481.34"
"03SEI-115","2024-12-12","15","456.88"
"03SEI-115","2024-12-12","16","435.99"
"03SEI-115","2024-12-12","17","496.68"
"03SEI-115","2024-12-12","18","558.06"
"03SEI-115","2024-12-12","19","569.8"
"03SEI-115","2024-12-12","20","579.12"
"03SEI-115","2024-12-12","21","574.81"
"03SEI-115","2024-12-12","22","567.14"
"03SEI-115","2024-12-12","23","567.29"
"03SEI-115","2024-12-12","24","558.92"
"03SEI-115","2024-12-13","1","573.08"
"03SEI-115","2024-12-13","2","578.48"
"03SEI-115","2024-12-13","3","574.75"
"03SEI-115","2024-12-13","4","548.24"
"03SEI-115","2024-12-13","5","538.45"
"03SEI-115","2024-12-13","6","553.84"
"03SEI-115","2024-12-13","7","650.44"
"03SEI-115","2024-12-13","8","973.29"
"03SEI-115","2024-12-13","9","1033.37"
"03SEI-115","2024-12-13","10","1057.15"
"03SEI-115","2024-12-13","11","975.51"
"03SEI-115","2024-12-13","12","994.19"
"03SEI-115","2024-12-13","13","989.83"
"03SEI-115","2024-12-13","14","970.12"
"03SEI-115","2024-12-13","15","1016.35"
"03SEI-115","2024-12-13","16","1004.76"
"03SEI-115","2024-12-13","17","3023.96"
"03SEI-115","2024-12-13","18","679.07"
"03SEI-115","2024-12-13","19","1105.26"
"03SEI-115","2024-12-13","20","1193.5"
"03SEI-115","2024-12-13","21","1212.02"
"03SEI-115","2024-12-13","22","699.21"
"03SEI-115","2024-12-13","23","791.34"
"03SEI-115","2024-12-13","24","637.06"
"03SEI-115","2024-12-14","1","631.58"
"03SEI-115","2024-12-14","2","598.43"
"03SEI-115","2024-12-14","3","572.21"
"03SEI-115","2024-12-14","4","564.23"
"03SEI-115","2024-12-14","5","563.87"
"03SEI-115","2024-12-14","6","601.44"
"03SEI-115","2024-12-14","7","604.65"
"03SEI-115","2024-12-14","8","629.16"
"03SEI-115","2024-12-14","9","602.7"
"03SEI-115","2024-12-14","10","583.52"
"03SEI-115","2024-12-14","11","540.31"
"03SEI-115","2024-12-14","12","539.81"
"03SEI-115","2024-12-14","13","530.41"
"03SEI-115","2024-12-14","14","519.48"
"03SEI-115","2024-12-14","15","514.18"
"03SEI-115","2024-12-14","16","514.54"
"03SEI-115","2024-12-14","17","547.25"
"03SEI-115","2024-12-14","18","770.09"
"03SEI-115","2024-12-14","19","821.82"
"03SEI-115","2024-12-14","20","739.41"
"03SEI-115","2024-12-14","21","731.92"
"03SEI-115","2024-12-14","22","745.4"
"03SEI-115","2024-12-14","23","643.49"
"03SEI-115","2024-12-14","24","597.33"
"04CUS-115","2024-12-08","1","491.18"
"04CUS-115","2024-12-08","2","415.49"
"04CUS-115","2024-12-08","3","414.04"
"04CUS-115","2024-12-08","4","414.19"
"04CUS-115","2024-12-08","5","403.5"
"04CUS-115","2024-12-08","6","402.59"
"04CUS-115","2024-12-08","7","412.66"
"04CUS-115","2024-12-08","8","411.03"
"04CUS-115","2024-12-08","9","402.86"
"04CUS-115","2024-12-08","10","362.29"
"04CUS-115","2024-12-08","11","9.13"
"04CUS-115","2024-12-08","12","8.09"
"04CUS-115","2024-12-08","13","268.45"
"04CUS-115","2024-12-08","14","363.23"
"04CUS-115","2024-12-08","15","300.23"
"04CUS-115","2024-12-08","16","366.75"
"04CUS-115","2024-12-08","17","384.43"
"04CUS-115","2024-12-08","18","407.24"
"04CUS-115","2024-12-08","19","606.61"
"04CUS-115","2024-12-08","20","450.97"
"04CUS-115","2024-12-08","21","618.84"
"04CUS-115","2024-12-08","22","604.43"
"04CUS-115","2024-12-08","23","445.74"
"04CUS-115","2024-12-08","24","440.51"
"04CUS-115","2024-12-09","1","451.51"
"04CUS-115","2024-12-09","2","428"
"04CUS-115","2024-12-09","3","420.79"
"04CUS-115","2024-12-09","4","417.6"
"04CUS-115","2024-12-09","5","416.21"
"04CUS-115","2024-12-09","6","422.51"
"04CUS-115","2024-12-09","7","424.65"
"04CUS-115","2024-12-09","8","394.38"
"04CUS-115","2024-12-09","9","521.35"
"04CUS-115","2024-12-09","10","394.21"
"04CUS-115","2024-12-09","11","1.78"
"04CUS-115","2024-12-09","12","1.69"
"04CUS-115","2024-12-09","13","2.23"
"04CUS-115","2024-12-09","14","285.66"
"04CUS-115","2024-12-09","15","302.16"
"04CUS-115","2024-12-09","16","43.43"
"04CUS-115","2024-12-09","17","274.3"
"04CUS-115","2024-12-09","18","280.27"
"04CUS-115","2024-12-09","19","474.29"
"04CUS-115","2024-12-09","20","705.06"
"04CUS-115","2024-12-09","21","426.96"
"04CUS-115","2024-12-09","22","475.94"
"04CUS-115","2024-12-09","23","478.68"
"04CUS-115","2024-12-09","24","430.71"
"04CUS-115","2024-12-10","1","419.87"
"04CUS-115","2024-12-10","2","406.91"
"04CUS-115","2024-12-10","3","399.74"
"04CUS-115","2024-12-10","4","399.11"
"04CUS-115","2024-12-10","5","397.42"
"04CUS-115","2024-12-10","6","396.36"
"04CUS-115","2024-12-10","7","423.59"
"04CUS-115","2024-12-10","8","414.94"
"04CUS-115","2024-12-10","9","415.56"
"04CUS-115","2024-12-10","10","424.17"
"04CUS-115","2024-12-10","11","217.3"
"04CUS-115","2024-12-10","12","285.08"
"04CUS-115","2024-12-10","13","-20.45"
"04CUS-115","2024-12-10","14","8.5"
"04CUS-115","2024-12-10","15","20.71"
"04CUS-115","2024-12-10","16","10.06"
"04CUS-115","2024-12-10","17","16.6"
"04CUS-115","2024-12-10","18","391.86"
"04CUS-115","2024-12-10","19","759.88"
"04CUS-115","2024-12-10","20","666.62"
"04CUS-115","2024-12-10","21","717.94"
"04CUS-115","2024-12-10","22","478.65"
"04CUS-115","2024-12-10","23","576.03"
"04CUS-115","2024-12-10","24","490.34"
"04CUS-115","2024-12-11","1","508.16"
"04CUS-115","2024-12-11","2","486.68"
"04CUS-115","2024-12-11","3","474.2"
"04CUS-115","2024-12-11","4","467.68"
"04CUS-115","2024-12-11","5","479.52"
"04CUS-115","2024-12-11","6","485.41"
"04CUS-115","2024-12-11","7","484.87"
"04CUS-115","2024-12-11","8","489.89"
"04CUS-115","2024-12-11","9","487.45"
"04CUS-115","2024-12-11","10","459.44"
"04CUS-115","2024-12-11","11","-103.08"
"04CUS-115","2024-12-11","12","-97.2"
"04CUS-115","2024-12-11","13","-95.19"
"04CUS-115","2024-12-11","14","-96.91"
"04CUS-115","2024-12-11","15","-229.44"
"04CUS-115","2024-12-11","16","-45.38"
"04CUS-115","2024-12-11","17","-34.65"
"04CUS-115","2024-12-11","18","431.89"
"04CUS-115","2024-12-11","19","759.03"
"04CUS-115","2024-12-11","20","1038.69"
"04CUS-115","2024-12-11","21","881.68"
"04CUS-115","2024-12-11","22","580.41"
"04CUS-115","2024-12-11","23","595.47"
"04CUS-115","2024-12-11","24","563.4"
"04CUS-115","2024-12-12","1","493.16"
"04CUS-115","2024-12-12","2","476.17"
"04CUS-115","2024-12-12","3","484.22"
"04CUS-115","2024-12-12","4","477.08"
"04CUS-115","2024-12-12","5","479.33"
"04CUS-115","2024-12-12","6","467.76"
"04CUS-115","2024-12-12","7","474.31"
"04CUS-115","2024-12-12","8","727.48"
"04CUS-115","2024-12-12","9","507.75"
"04CUS-115","2024-12-12","10","465.45"
"04CUS-115","2024-12-12","11","452.71"
"04CUS-115","2024-12-12","12","442.36"
"04CUS-115","2024-12-12","13","437.62"
"04CUS-115","2024-12-12","14","425.68"
"04CUS-115","2024-12-12","15","401.56"
"04CUS-115","2024-12-12","16","371.15"
"04CUS-115","2024-12-12","17","448.54"
"04CUS-115","2024-12-12","18","501.45"
"04CUS-115","2024-12-12","19","520.74"
"04CUS-115","2024-12-12","20","527.06"
"04CUS-115","2024-12-12","21","526.58"
"04CUS-115","2024-12-12","22","516.54"
"04CUS-115","2024-12-12","23","516.54"
"04CUS-115","2024-12-12","24","510.25"
"04CUS-115","2024-12-13","1","506.99"
"04CUS-115","2024-12-13","2","508.21"
"04CUS-115","2024-12-13","3","496.34"
"04CUS-115","2024-12-13","4","478.58"
"04CUS-115","2024-12-13","5","469.93"
"04CUS-115","2024-12-13","6","477.3"
"04CUS-115","2024-12-13","7","491.81"
"04CUS-115","2024-12-13","8","500.67"
"04CUS-115","2024-12-13","9","521.79"
"04CUS-115","2024-12-13","10","450.69"
"04CUS-115","2024-12-13","11","446.37"
"04CUS-115","2024-12-13","12","424.67"
"04CUS-115","2024-12-13","13","430.41"
"04CUS-115","2024-12-13","14","426.09"
"04CUS-115","2024-12-13","15","402.15"
"04CUS-115","2024-12-13","16","409.67"
"04CUS-115","2024-12-13","17","462.93"
"04CUS-115","2024-12-13","18","603.15"
"04CUS-115","2024-12-13","19","1034.22"
"04CUS-115","2024-12-13","20","1058.39"
"04CUS-115","2024-12-13","21","903.87"
"04CUS-115","2024-12-13","22","605.08"
"04CUS-115","2024-12-13","23","605.51"
"04CUS-115","2024-12-13","24","560.12"
"04CUS-115","2024-12-14","1","555.11"
"04CUS-115","2024-12-14","2","517.62"
"04CUS-115","2024-12-14","3","517.33"
"04CUS-115","2024-12-14","4","508.79"
"04CUS-115","2024-12-14","5","508.12"
"04CUS-115","2024-12-14","6","513.21"
"04CUS-115","2024-12-14","7","522.51"
"04CUS-115","2024-12-14","8","550.22"
"04CUS-115","2024-12-14","9","508.66"
"04CUS-115","2024-12-14","10","447.22"
"04CUS-115","2024-12-14","11","421.81"
"04CUS-115","2024-12-14","12","422.98"
"04CUS-115","2024-12-14","13","432.01"
"04CUS-115","2024-12-14","14","442.22"
"04CUS-115","2024-12-14","15","451.15"
"04CUS-115","2024-12-14","16","426.82"
"04CUS-115","2024-12-14","17","444.59"
"04CUS-115","2024-12-14","18","484.02"
"04CUS-115","2024-12-14","19","690.13"
"04CUS-115","2024-12-14","20","638.02"
"04CUS-115","2024-12-14","21","639.31"
"04CUS-115","2024-12-14","22","644.46"
"04CUS-115","2024-12-14","23","559.16"
"04CUS-115","2024-12-14","24","505.98"
"01CTT-85","2024-12-08","1","951.45"
"01CTT-85","2024-12-08","2","564.41"
"01CTT-85","2024-12-08","3","541.8"
"01CTT-85","2024-12-08","4","540.99"
"01CTT-85","2024-12-08","5","534.43"
"01CTT-85","2024-12-08","6","531.9"
"01CTT-85","2024-12-08","7","532.36"
"01CTT-85","2024-12-08","8","521.26"
"01CTT-85","2024-12-08","9","519.01"
"01CTT-85","2024-12-08","10","501.5"
"01CTT-85","2024-12-08","11","504.16"
"01CTT-85","2024-12-08","12","506.23"
"01CTT-85","2024-12-08","13","493.05"
"01CTT-85","2024-12-08","14","502.23"
"01CTT-85","2024-12-08","15","506.27"
"01CTT-85","2024-12-08","16","518.24"
"01CTT-85","2024-12-08","17","563.19"
"01CTT-85","2024-12-08","18","628.02"
"01CTT-85","2024-12-08","19","760.06"
"01CTT-85","2024-12-08","20","852.05"
"01CTT-85","2024-12-08","21","718.11"
"01CTT-85","2024-12-08","22","762.54"
"01CTT-85","2024-12-08","23","668.3"
"01CTT-85","2024-12-08","24","572.77"
"01CTT-85","2024-12-09","1","548.02"
"01CTT-85","2024-12-09","2","520.57"
"01CTT-85","2024-12-09","3","513.91"
"01CTT-85","2024-12-09","4","505.42"
"01CTT-85","2024-12-09","5","509.67"
"01CTT-85","2024-12-09","6","520.5"
"01CTT-85","2024-12-09","7","566.88"
"01CTT-85","2024-12-09","8","624.28"
"01CTT-85","2024-12-09","9","629.13"
"01CTT-85","2024-12-09","10","571.17"
"01CTT-85","2024-12-09","11","640.07"
"01CTT-85","2024-12-09","12","642.29"
"01CTT-85","2024-12-09","13","655.62"
"01CTT-85","2024-12-09","14","634.4"
"01CTT-85","2024-12-09","15","890.46"
"01CTT-85","2024-12-09","16","617.54"
"01CTT-85","2024-12-09","17","655.44"
"01CTT-85","2024-12-09","18","615.02"
"01CTT-85","2024-12-09","19","728.59"
"01CTT-85","2024-12-09","20","1112.21"
"01CTT-85","2024-12-09","21","627.2"
"01CTT-85","2024-12-09","22","590.1"
"01CTT-85","2024-12-09","23","802.55"
"01CTT-85","2024-12-09","24","757.4"
"01CTT-85","2024-12-10","1","624.26"
"01CTT-85","2024-12-10","2","586.57"
"01CTT-85","2024-12-10","3","570.91"
"01CTT-85","2024-12-10","4","543.93"
"01CTT-85","2024-12-10","5","571.79"
"01CTT-85","2024-12-10","6","583.08"
"01CTT-85","2024-12-10","7","943.33"
"01CTT-85","2024-12-10","8","886.7"
"01CTT-85","2024-12-10","9","842.85"
"01CTT-85","2024-12-10","10","938.29"
"01CTT-85","2024-12-10","11","823.08"
"01CTT-85","2024-12-10","12","671.63"
"01CTT-85","2024-12-10","13","682.14"
"01CTT-85","2024-12-10","14","673.01"
"01CTT-85","2024-12-10","15","675.34"
"01CTT-85","2024-12-10","16","820.04"
"01CTT-85","2024-12-10","17","852.23"
"01CTT-85","2024-12-10","18","1136.51"
"01CTT-85","2024-12-10","19","1110.2"
"01CTT-85","2024-12-10","20","926.48"
"01CTT-85","2024-12-10","21","1061.32"
"01CTT-85","2024-12-10","22","726.33"
"01CTT-85","2024-12-10","23","757.44"
"01CTT-85","2024-12-10","24","609.76"
"01CTT-85","2024-12-11","1","649.46"
"01CTT-85","2024-12-11","2","591.14"
"01CTT-85","2024-12-11","3","572.11"
"01CTT-85","2024-12-11","4","540.87"
"01CTT-85","2024-12-11","5","557.82"
"01CTT-85","2024-12-11","6","581.45"
"01CTT-85","2024-12-11","7","634.05"
"01CTT-85","2024-12-11","8","652.3"
"01CTT-85","2024-12-11","9","648.43"
"01CTT-85","2024-12-11","10","668.18"
"01CTT-85","2024-12-11","11","750.31"
"01CTT-85","2024-12-11","12","636.22"
"01CTT-85","2024-12-11","13","631.27"
"01CTT-85","2024-12-11","14","628.07"
"01CTT-85","2024-12-11","15","611.24"
"01CTT-85","2024-12-11","16","688.03"
"01CTT-85","2024-12-11","17","831.04"
"01CTT-85","2024-12-11","18","784.78"
"01CTT-85","2024-12-11","19","849.28"
"01CTT-85","2024-12-11","20","1181.94"
"01CTT-85","2024-12-11","21","1057.65"
"01CTT-85","2024-12-11","22","678.53"
"01CTT-85","2024-12-11","23","649.61"
"01CTT-85","2024-12-11","24","651.09"
"01CTT-85","2024-12-12","1","549.99"
"01CTT-85","2024-12-12","2","548.69"
"01CTT-85","2024-12-12","3","551.95"
"01CTT-85","2024-12-12","4","557.43"
"01CTT-85","2024-12-12","5","557.74"
"01CTT-85","2024-12-12","6","557.89"
"01CTT-85","2024-12-12","7","545.22"
"01CTT-85","2024-12-12","8","532.09"
"01CTT-85","2024-12-12","9","573.69"
"01CTT-85","2024-12-12","10","553.99"
"01CTT-85","2024-12-12","11","548.96"
"01CTT-85","2024-12-12","12","536.07"
"01CTT-85","2024-12-12","13","539.79"
"01CTT-85","2024-12-12","14","528.99"
"01CTT-85","2024-12-12","15","524.14"
"01CTT-85","2024-12-12","16","534.9"
"01CTT-85","2024-12-12","17","541.79"
"01CTT-85","2024-12-12","18","595.55"
"01CTT-85","2024-12-12","19","600.08"
"01CTT-85","2024-12-12","20","614.4"
"01CTT-85","2024-12-12","21","603.6"
"01CTT-85","2024-12-12","22","596.74"
"01CTT-85","2024-12-12","23","598.23"
"01CTT-85","2024-12-12","24","585.98"
"01CTT-85","2024-12-13","1","583.19"
"01CTT-85","2024-12-13","2","587.93"
"01CTT-85","2024-12-13","3","554.7"
"01CTT-85","2024-12-13","4","545.33"
"01CTT-85","2024-12-13","5","537.78"
"01CTT-85","2024-12-13","6","550.17"
"01CTT-85","2024-12-13","7","654.29"
"01CTT-85","2024-12-13","8","578.63"
"01CTT-85","2024-12-13","9","630.18"
"01CTT-85","2024-12-13","10","640.43"
"01CTT-85","2024-12-13","11","571.8"
"01CTT-85","2024-12-13","12","566.24"
"01CTT-85","2024-12-13","13","553.22"
"01CTT-85","2024-12-13","14","557.17"
"01CTT-85","2024-12-13","15","549.69"
"01CTT-85","2024-12-13","16","547.67"
"01CTT-85","2024-12-13","17","751.54"
"01CTT-85","2024-12-13","18","687.21"
"01CTT-85","2024-12-13","19","767.08"
"01CTT-85","2024-12-13","20","841.13"
"01CTT-85","2024-12-13","21","911.07"
"01CTT-85","2024-12-13","22","683.5"
"01CTT-85","2024-12-13","23","1331.28"
"01CTT-85","2024-12-13","24","817.8"
"01CTT-85","2024-12-14","1","778.97"
"01CTT-85","2024-12-14","2","579.12"
"01CTT-85","2024-12-14","3","552.99"
"01CTT-85","2024-12-14","4","545.97"
"01CTT-85","2024-12-14","5","546.34"
"01CTT-85","2024-12-14","6","577.86"
"01CTT-85","2024-12-14","7","616.63"
"01CTT-85","2024-12-14","8","634.52"
"01CTT-85","2024-12-14","9","612.96"
"01CTT-85","2024-12-14","10","618.18"
"01CTT-85","2024-12-14","11","575.43"
"01CTT-85","2024-12-14","12","579.23"
"01CTT-85","2024-12-14","13","598.21"
"01CTT-85","2024-12-14","14","600.73"
"01CTT-85","2024-12-14","15","606.98"
"01CTT-85","2024-12-14","16","568.73"
"01CTT-85","2024-12-14","17","595.27"
"01CTT-85","2024-12-14","18","776.92"
"01CTT-85","2024-12-14","19","804.3"
"01CTT-85","2024-12-14","20","741.59"
"01CTT-85","2024-12-14","21","730.01"
"01CTT-85","2024-12-14","22","777.07"
"01CTT-85","2024-12-14","23","679.24"
"01CTT-85","2024-12-14","24","565.58"
"02KIM-115","2024-12-08","1","951.45"
"02KIM-115","2024-12-08","2","562.56"
"02KIM-115","2024-12-08","3","539.13"
"02KIM-115","2024-12-08","4","538.57"
"02KIM-115","2024-12-08","5","531.55"
"02KIM-115","2024-12-08","6","529.23"
"02KIM-115","2024-12-08","7","528.69"
"02KIM-115","2024-12-08","8","516.6"
"02KIM-115","2024-12-08","9","514.08"
"02KIM-115","2024-12-08","10","498.02"
"02KIM-115","2024-12-08","11","500.65"
"02KIM-115","2024-12-08","12","503.47"
"02KIM-115","2024-12-08","13","488.97"
"02KIM-115","2024-12-08","14","499.66"
"02KIM-115","2024-12-08","15","503.78"
"02KIM-115","2024-12-08","16","515.44"
"02KIM-115","2024-12-08","17","561.17"
"02KIM-115","2024-12-08","18","625.45"
"02KIM-115","2024-12-08","19","756.97"
"02KIM-115","2024-12-08","20","841.76"
"02KIM-115","2024-12-08","21","709.63"
"02KIM-115","2024-12-08","22","759.09"
"02KIM-115","2024-12-08","23","666.83"
"02KIM-115","2024-12-08","24","571.89"
"02KIM-115","2024-12-09","1","553.44"
"02KIM-115","2024-12-09","2","525.79"
"02KIM-115","2024-12-09","3","518.81"
"02KIM-115","2024-12-09","4","510.23"
"02KIM-115","2024-12-09","5","514.76"
"02KIM-115","2024-12-09","6","525.4"
"02KIM-115","2024-12-09","7","571.66"
"02KIM-115","2024-12-09","8","627.15"
"02KIM-115","2024-12-09","9","632.53"
"02KIM-115","2024-12-09","10","573.46"
"02KIM-115","2024-12-09","11","644.19"
"02KIM-115","2024-12-09","12","647.77"
"02KIM-115","2024-12-09","13","662.45"
"02KIM-115","2024-12-09","14","639.23"
"02KIM-115","2024-12-09","15","904.3"
"02KIM-115","2024-12-09","16","623.43"
"02KIM-115","2024-12-09","17","665.49"
"02KIM-115","2024-12-09","18","612.51"
"02KIM-115","2024-12-09","19","719.83"
"02KIM-115","2024-12-09","20","1112.25"
"02KIM-115","2024-12-09","21","627.05"
"02KIM-115","2024-12-09","22","581.38"
"02KIM-115","2024-12-09","23","824.14"
"02KIM-115","2024-12-09","24","768.71"
"02KIM-115","2024-12-10","1","634.33"
"02KIM-115","2024-12-10","2","595.5"
"02KIM-115","2024-12-10","3","579.83"
"02KIM-115","2024-12-10","4","551.62"
"02KIM-115","2024-12-10","5","580.9"
"02KIM-115","2024-12-10","6","593.77"
"02KIM-115","2024-12-10","7","956.14"
"02KIM-115","2024-12-10","8","898.91"
"02KIM-115","2024-12-10","9","853.99"
"02KIM-115","2024-12-10","10","958.04"
"02KIM-115","2024-12-10","11","837.24"
"02KIM-115","2024-12-10","12","683.29"
"02KIM-115","2024-12-10","13","691.5"
"02KIM-115","2024-12-10","14","682.3"
"02KIM-115","2024-12-10","15","684.59"
"02KIM-115","2024-12-10","16","831.37"
"02KIM-115","2024-12-10","17","1458.41"
"02KIM-115","2024-12-10","18","1154.88"
"02KIM-115","2024-12-10","19","1126.01"
"02KIM-115","2024-12-10","20","933.07"
"02KIM-115","2024-12-10","21","1070.45"
"02KIM-115","2024-12-10","22","734.26"
"02KIM-115","2024-12-10","23","766.99"
"02KIM-115","2024-12-10","24","620.17"
"02KIM-115","2024-12-11","1","665.64"
"02KIM-115","2024-12-11","2","601.16"
"02KIM-115","2024-12-11","3","579.17"
"02KIM-115","2024-12-11","4","544.95"
"02KIM-115","2024-12-11","5","561.68"
"02KIM-115","2024-12-11","6","584.22"
"02KIM-115","2024-12-11","7","635.01"
"02KIM-115","2024-12-11","8","650.12"
"02KIM-115","2024-12-11","9","645.71"
"02KIM-115","2024-12-11","10","670.04"
"02KIM-115","2024-12-11","11","752.71"
"02KIM-115","2024-12-11","12","635.29"
"02KIM-115","2024-12-11","13","628.34"
"02KIM-115","2024-12-11","14","626.31"
"02KIM-115","2024-12-11","15","615.2"
"02KIM-115","2024-12-11","16","681.41"
"02KIM-115","2024-12-11","17","815.17"
"02KIM-115","2024-12-11","18","768.53"
"02KIM-115","2024-12-11","19","835.26"
"02KIM-115","2024-12-11","20","1156.86"
"02KIM-115","2024-12-11","21","1055.23"
"02KIM-115","2024-12-11","22","675.14"
"02KIM-115","2024-12-11","23","642.07"
"02KIM-115","2024-12-11","24","653.57"
"02KIM-115","2024-12-12","1","549.15"
"02KIM-115","2024-12-12","2","549.3"
"02KIM-115","2024-12-12","3","552.97"
"02KIM-115","2024-12-12","4","560.15"
"02KIM-115","2024-12-12","5","561.25"
"02KIM-115","2024-12-12","6","561.79"
"02KIM-115","2024-12-12","7","547.97"
"02KIM-115","2024-12-12","8","534.53"
"02KIM-115","2024-12-12","9","575.49"
"02KIM-115","2024-12-12","10","553.89"
"02KIM-115","2024-12-12","11","551.05"
"02KIM-115","2024-12-12","12","538.12"
"02KIM-115","2024-12-12","13","548.5"
"02KIM-115","2024-12-12","14","534.45"
"02KIM-115","2024-12-12","15","529.57"
"02KIM-115","2024-12-12","16","539.63"
"02KIM-115","2024-12-12","17","544.5"
"02KIM-115","2024-12-12","18","600.06"
"02KIM-115","2024-12-12","19","593.06"
"02KIM-115","2024-12-12","20","609.84"
"02KIM-115","2024-12-12","21","595.32"
"02KIM-115","2024-12-12","22","593.37"
"02KIM-115","2024-12-12","23","601.56"
"02KIM-115","2024-12-12","24","587.87"
"02KIM-115","2024-12-13","1","582.8"
"02KIM-115","2024-12-13","2","590.72"
"02KIM-115","2024-12-13","3","556.36"
"02KIM-115","2024-12-13","4","544.16"
"02KIM-115","2024-12-13","5","536"
"02KIM-115","2024-12-13","6","547.96"
"02KIM-115","2024-12-13","7","652.53"
"02KIM-115","2024-12-13","8","552.2"
"02KIM-115","2024-12-13","9","614.55"
"02KIM-115","2024-12-13","10","627.55"
"02KIM-115","2024-12-13","11","556.73"
"02KIM-115","2024-12-13","12","549.01"
"02KIM-115","2024-12-13","13","538.87"
"02KIM-115","2024-12-13","14","540.64"
"02KIM-115","2024-12-13","15","539.68"
"02KIM-115","2024-12-13","16","534.39"
"02KIM-115","2024-12-13","17","713.7"
"02KIM-115","2024-12-13","18","681.28"
"02KIM-115","2024-12-13","19","762.11"
"02KIM-115","2024-12-13","20","832.28"
"02KIM-115","2024-12-13","21","899.98"
"02KIM-115","2024-12-13","22","672.18"
"02KIM-115","2024-12-13","23","610.67"
"02KIM-115","2024-12-13","24","578.69"
"02KIM-115","2024-12-14","1","597.02"
"02KIM-115","2024-12-14","2","574.92"
"02KIM-115","2024-12-14","3","550.68"
"02KIM-115","2024-12-14","4","543.44"
"02KIM-115","2024-12-14","5","543.51"
"02KIM-115","2024-12-14","6","572.31"
"02KIM-115","2024-12-14","7","611.55"
"02KIM-115","2024-12-14","8","628.66"
"02KIM-115","2024-12-14","9","607.81"
"02KIM-115","2024-12-14","10","614.87"
"02KIM-115","2024-12-14","11","572.69"
"02KIM-115","2024-12-14","12","576.08"
"02KIM-115","2024-12-14","13","595.3"
"02KIM-115","2024-12-14","14","600.29"
"02KIM-115","2024-12-14","15","607.44"
"02KIM-115","2024-12-14","16","565.55"
"02KIM-115","2024-12-14","17","589.65"
"02KIM-115","2024-12-14","18","770.84"
"02KIM-115","2024-12-14","19","799.31"
